August_1m	August_2m	August_3m	August_4m	December_1m	December_2m	December_3m	December_4m	August_1t	August_2t	August_3t	August_4t	December_1t	December_2t	December_3t	December_4t
	73.0								1467.0						
151.0								1894.0							
							106.0								1896.0
			161.0								242.0				
		77.0								2514.0					
					130.0								6195.0		
	73.0								3668.0						
						102.0								2381.0	
	110.0					68.0			859.0					564.0	
75.0								3788.0							
	110.0								4076.0						
			80.0								20209.0				
						102.0								17064.0	
							106.0								2213.0
						68.0								3792.0	
	73.0								3861.0						
			161.0	83.0	86.0						1418.0	4163.0	2797.0		
			282.0								4638.0				
							70.0								3540.0
							106.0								15174.0
75.0								10824.0							
113.0							106.0	680.0							849.0
			202.0				106.0				8083.0				6639.0
	73.0								330.0						
				124.0								124899.0			
		77.0								77939.0					
							70.0								124.0
	73.0			249.0		170.0	177.0		2529.0			3421.0		3412.0	2329.0
						102.0								2326.0	
						204.0								3199.0	
	73.0								1005.0						
							106.0								2124.0
					173.0								3854.0		
							70.0								1863.0
							70.0								2622.0
							70.0								495.0
							70.0								11802.0
		77.0		291.0		102.0				604.0		958.0		715.0	
			242.0	208.0		68.0					1194.0	959.0		822.0	
			80.0								585.0				
						68.0								2007.0	
						68.0								1587.0	
						68.0								1625.0	
75.0								4209.0							
				166.0								11895.0			
				83.0								16653.0			
					130.0								760.0		
	73.0								883.0						
	73.0								1834.0						
75.0								1148.0							
					86.0								1606.0		
	807.0				1214.0	1296.0			862.0				1236.0	1348.0	
							70.0								919.0
					86.0								28912.0		
		77.0				102.0				820.0				1383.0	
75.0				83.0	130.0	68.0	70.0	15154.0				13877.0	11827.0	17064.0	11802.0
							70.0								5901.0
	73.0						70.0		5240.0						5058.0
		77.0								11134.0					
	73.0								8152.0						
			80.0			68.0	70.0				2127.0			2275.0	1646.0
75.0								8419.0							
	73.0					238.0			10481.0					12573.0	
		77.0			86.0					4871.0			6195.0		
							106.0								10622.0
75.0	73.0					68.0		5412.0	4891.0					6825.0	
							70.0								23605.0
							70.0								14163.0
							70.0								7081.0
							70.0								3934.0
75.0								1242.0							
75.0								398.0							
					130.0								1941.0		
			121.0				70.0				1732.0				1506.0
75.0				166.0		170.0	354.0	1098.0				1699.0		1777.0	1934.0
						68.0								1950.0	
	73.0								1561.0						
						68.0								4266.0	
75.0			80.0			136.0		151.0			101.0			239.0	
	110.0								275.0						
		194.0		124.0		102.0	70.0			253.0		187.0		153.0	124.0
					86.0								86736.0		
							70.0								35408.0
2197.0								91558.0							
							106.0								389.0
	73.0								201.0						
				83.0								228.0			
	146.0					102.0			146.0					153.0	
	73.0						106.0		679.0						940.0
				83.0								7569.0			
75.0						170.0		8419.0						15513.0	
						1092.0								12699.0	
		77.0				68.0	70.0			11134.0				13651.0	11802.0
	73.0			83.0					7336.0			7569.0			
	183.0					375.0	141.0		10789.0					16322.0	14163.0
75.0								15154.0							
	73.0	155.0		208.0					4891.0	4871.0		6938.0			
75.0				124.0	216.0	68.0	106.0	10824.0				13877.0	10842.0	13651.0	13278.0
							141.0								8852.0
	73.0				130.0	102.0			9171.0				10008.0	11376.0	
				83.0								13877.0			
						102.0								20477.0	
			121.0	208.0			70.0				9327.0	20816.0			17704.0
						136.0								10501.0	
	73.0								18342.0						
			202.0		173.0	136.0					1295.0		1993.0	2037.0	
189.0						68.0	106.0	3323.0						2844.0	2723.0
	73.0								3057.0						
		77.0								2514.0					
						68.0								7584.0	
		77.0								6494.0					
							70.0								10116.0
						68.0								13651.0	
	73.0								12228.0						
					86.0								2551.0		
				83.0								2973.0			
							70.0								14163.0
		77.0								19484.0					
							283.0								11330.0
		77.0								5995.0					
				83.0								20816.0			
	73.0			124.0		102.0			12228.0			13877.0		20477.0	
					86.0								4565.0		
189.0								9020.0							
		155.0		249.0	173.0	341.0	354.0			3896.0		3843.0	4034.0	3792.0	4598.0
			80.0								1010.0				
189.0	73.0					68.0		23678.0	24456.0					13651.0	
		77.0								7793.0					
			80.0		130.0		141.0				728.0		1131.0		990.0
	73.0								1630.0						
			121.0		86.0						1347.0		1521.0		
				124.0								892.0			
							70.0								761.0
	73.0								4891.0						
			161.0				106.0				5215.0				2470.0
	73.0								10481.0						
						102.0								17064.0	
		194.0					141.0			13917.0					14163.0
						68.0								13651.0	
75.0							70.0	15154.0							17704.0
265.0						68.0		15600.0						22752.0	
					86.0								17347.0		
						68.0								6205.0	
							70.0								14163.0
75.0							141.0	10824.0							15736.0
		77.0								12989.0					
		116.0								11690.0					
		77.0				102.0				19484.0				25596.0	
							106.0								26556.0
		194.0				68.0				12989.0				22752.0	
				83.0								16653.0			
113.0				124.0	173.0	102.0	70.0	16237.0				20816.0	15770.0	17064.0	23605.0
75.0				124.0	216.0	170.0	106.0	7577.0				13877.0	11412.0	13126.0	10622.0
						102.0								14626.0	
						614.0								25596.0	
	110.0								238.0						
						102.0								11376.0	
		77.0								11134.0					
		77.0				68.0				4584.0				6825.0	
						68.0								11376.0	
							70.0								7868.0
		77.0			216.0					1257.0			1642.0		
113.0								6685.0							
				83.0								876.0			
						68.0								1483.0	
75.0				124.0				378.0				918.0			
	183.0								1048.0						
							70.0								1609.0
		155.0		124.0	173.0	170.0	212.0			1208.0		832.0	757.0	1496.0	1465.0
		77.0								inf					
75.0				166.0	346.0	238.0	212.0	7577.0				8326.0	6938.0	7026.0	6853.0
						102.0								6825.0	
151.0								2525.0							
			80.0								4755.0				
		116.0								4329.0					
							106.0								4828.0
							70.0								5058.0
189.0	550.0	350.0	444.0		86.0			2397.0	3768.0	3615.0	4402.0		5782.0		
113.0	110.0				173.0			1748.0	1667.0				3690.0		
				124.0								8326.0			
					86.0								735.0		
							70.0								778.0
		194.0								2029.0					
	110.0								1294.0						
189.0				208.0	216.0		177.0	2525.0				1519.0	1537.0		1594.0
	110.0								973.0						
			80.0								2245.0				
		194.0				68.0	70.0			2189.0				1664.0	1200.0
	110.0						106.0		3439.0						2795.0
					86.0								1807.0		
113.0								1623.0							
						102.0								2767.0	
							141.0								1727.0
				124.0								4625.0			
151.0								4735.0							
		77.0		83.0		102.0	354.0			3896.0		4625.0		6399.0	5207.0
75.0								4735.0							
		116.0		166.0		68.0				4496.0		5551.0		6825.0	
	73.0	77.0		83.0					3334.0	4584.0		3469.0			
				83.0								6405.0			
						68.0								5250.0	
			80.0	83.0		102.0	106.0				4254.0	3620.0		4451.0	4618.0
							70.0								5447.0
	73.0	77.0	202.0			68.0			3861.0	5195.0	5052.0			4875.0	
	110.0	116.0	80.0				70.0		4232.0	4676.0	4490.0				3218.0
	73.0								2366.0						
	73.0								4891.0						
						68.0								323.0	
			121.0								2331.0				
	110.0					102.0			4076.0					5688.0	
						68.0								68.0	
	73.0								3861.0						
	146.0								2190.0						
		233.0		124.0						1425.0		960.0			
				83.0								1892.0			
			121.0								1332.0				
							70.0								1770.0
	73.0					102.0			1310.0					1651.0	
				166.0								229.0			
			80.0			68.0	70.0				2127.0			2625.0	2622.0
				124.0								5430.0			
	183.0				130.0	102.0			2209.0				2551.0	2767.0	
			80.0								1585.0				
				83.0								3083.0			
						68.0								17064.0	
						68.0								22752.0	
	73.0								14673.0						
						68.0								17064.0	
		77.0				102.0				19484.0				20477.0	
		77.0				68.0				12989.0				13651.0	
			121.0	83.0			106.0				20209.0	16653.0			21244.0
	110.0								3334.0						
						170.0								6094.0	
		233.0	80.0			102.0				3896.0	4041.0			3302.0	
							106.0								3124.0
						102.0								14626.0	
	73.0								9171.0						
							70.0								4426.0
			80.0	208.0			141.0				13472.0	13877.0			14163.0
75.0	73.0	77.0				238.0		7577.0	8152.0	7085.0				9954.0	
						68.0								8532.0	
			121.0	124.0							15157.0	20816.0			
		116.0		166.0	346.0	307.0	283.0			700.0		1332.0	1826.0	1755.0	1573.0
					130.0								151.0		
		155.0		83.0		68.0	70.0			1456.0		1571.0		1896.0	2441.0
				83.0								808.0			
		116.0	80.0				70.0			4871.0	3514.0				3372.0
						102.0								2767.0	
							106.0								106.0
113.0					173.0	273.0		4059.0					2990.0	3500.0	
				83.0								7569.0			
75.0						68.0		4735.0						8532.0	
							70.0								3727.0
	73.0								3668.0						
						170.0								2306.0	
			121.0		130.0						1276.0		1131.0		
					130.0								3614.0		
	183.0			124.0		102.0			45855.0			62449.0		51193.0	
							318.0								17704.0
							70.0								655.0
							106.0								1863.0
							70.0								1770.0
						68.0								1664.0	
113.0				166.0	130.0	170.0		1959.0				2006.0	2168.0	2708.0	
		155.0		83.0	86.0					3463.0		5947.0	5782.0		
		77.0								2106.0					
							70.0								1913.0
						68.0								4550.0	
		77.0								5195.0					
	73.0								531.0						
113.0				83.0		136.0		7577.0				9251.0		8030.0	
						68.0								11376.0	
			121.0								4041.0				
				83.0								7569.0			
		77.0								2886.0					
		77.0					70.0			2435.0					2832.0
113.0								4735.0							
							141.0								2023.0
		77.0		83.0	260.0	170.0	212.0			3711.0		4625.0	3826.0	4375.0	3862.0
	110.0								1170.0						
75.0								1377.0							
						102.0								3792.0	
		77.0			216.0	170.0	177.0			1658.0			1642.0	1939.0	1702.0
							70.0								7868.0
							70.0								4721.0
							141.0								3218.0
	73.0	194.0				68.0			1834.0	1929.0				2437.0	
						136.0								4875.0	
							70.0								532.0
		194.0								253.0					
			80.0								1049.0				
				83.0								705.0			
			121.0								1534.0				
			121.0	83.0	130.0		177.0				767.0	520.0	476.0		531.0
	220.0					238.0	247.0		898.0					1447.0	1558.0
	146.0			249.0	433.0	238.0	424.0		2445.0			3244.0	4015.0	4594.0	3268.0
	73.0	116.0				170.0			2038.0	1981.0				2403.0	
		194.0				68.0				6494.0				6825.0	
							70.0								5058.0
					86.0								1548.0		
							70.0								863.0
							70.0								600.0
							106.0								15174.0
			161.0								40418.0				
		77.0				68.0	106.0			19484.0				17064.0	13278.0
			80.0		130.0		70.0				869.0		844.0		1011.0
						68.0								17064.0	
	110.0			124.0	86.0		247.0		1507.0			1759.0	1445.0		1877.0
							70.0								600.0
							70.0								532.0
							212.0								849.0
							70.0								956.0
151.0						68.0		644.0						494.0	
			121.0								1837.0				
			80.0								1077.0				
					86.0								996.0		
		77.0			86.0	102.0	106.0			820.0			1398.0	2326.0	1967.0
		77.0								5195.0					
							70.0								10116.0
							141.0								20233.0
	110.0								2821.0						
	110.0					102.0	212.0		311.0					273.0	406.0
			80.0								20209.0				
			80.0								20209.0				
	73.0								24456.0						
			121.0								282.0				
151.0								3524.0							
75.0						68.0		10824.0						7584.0	
113.0								8743.0							
	73.0								4076.0						
75.0								10824.0							
75.0								6314.0							
75.0				83.0	260.0	341.0	141.0	10824.0				16653.0	15306.0	18960.0	14163.0
							70.0								1072.0
					86.0								1294.0		
						102.0								4875.0	
							106.0								2360.0
151.0								4735.0							
							70.0								4426.0
						68.0								1706.0	
			80.0								1649.0				
				249.0								1746.0			
							70.0								2832.0
	73.0								24456.0						
						238.0								119452.0	
							141.0								4568.0
				83.0								2523.0			
		77.0		124.0			106.0			19484.0		31224.0			26556.0
							106.0								15174.0
							70.0								11802.0
	73.0		80.0				106.0		5240.0		5389.0				10622.0
			121.0								993.0				
		77.0			173.0					9742.0			8260.0		
				249.0								11895.0			
		77.0	202.0			102.0				7793.0	6968.0			12798.0	
		77.0								15587.0					
	293.0		202.0			204.0			14673.0		15545.0			15751.0	
				83.0								8326.0			
	73.0			83.0	130.0		70.0		12228.0			10408.0	13010.0		11802.0
						68.0								34129.0	
					86.0								21684.0		
			161.0			102.0					14697.0			20477.0	
		77.0								234.0					
						68.0								13651.0	
				83.0								5551.0			
				124.0								8326.0			
				83.0								4898.0			
				83.0								6938.0			
		116.0					106.0			3159.0					2360.0
	73.0	77.0				68.0			4076.0	3542.0				4266.0	
		116.0								2248.0					
			121.0								2331.0				
113.0				124.0				4941.0				6244.0			
	73.0								4315.0						
	73.0								2445.0						
227.0							70.0	606.0							442.0
		77.0								291.0					
							70.0								194.0
113.0				124.0		136.0		4371.0				10408.0		12410.0	
						136.0								5056.0	
75.0				83.0	86.0			4209.0				9251.0	7885.0		
							106.0								5590.0
151.0					260.0	170.0	106.0	4329.0					5204.0	6563.0	5311.0
	73.0								6669.0						
			242.0	166.0		136.0	106.0				5159.0	11102.0		12410.0	10622.0
				83.0								8326.0			
						102.0								3412.0	
					86.0								5102.0		
							141.0								47210.0
					86.0								21684.0		
		77.0		208.0	86.0	238.0	70.0			3542.0		5204.0	3614.0	5688.0	4426.0
					86.0								86736.0		
					216.0								3188.0		
			80.0	249.0		68.0	106.0				5774.0	10408.0		9751.0	8852.0
				83.0								11895.0			
						68.0								6205.0	
							177.0								4784.0
113.0			121.0		130.0			3666.0			2579.0		2551.0		
75.0								4457.0							
						68.0								3412.0	
		77.0								3896.0					
							106.0								3934.0
	73.0								4315.0						
						68.0								6205.0	
							106.0								17704.0
				83.0								20816.0			
						273.0								4200.0	
					173.0								2990.0		
	146.0			124.0		102.0	106.0		3762.0			3673.0		3302.0	3540.0
					86.0								3097.0		
			242.0	166.0	130.0		318.0				6062.0	5947.0	5004.0		7410.0
							70.0								2145.0
			80.0	83.0		68.0					3849.0	4898.0		4875.0	
113.0								1833.0							
			80.0		130.0	136.0	106.0				2694.0		3826.0	5056.0	3426.0
	73.0			83.0					1497.0			3784.0			
	73.0				130.0		70.0		1264.0				1478.0		1416.0
151.0				166.0	216.0	136.0	354.0	1683.0				4163.0	2891.0	2786.0	4318.0
	73.0						70.0		3334.0						3372.0
						68.0								822.0	
113.0								1748.0							
75.0								2164.0							
				124.0								3375.0			
		116.0	121.0			102.0				5082.0	3277.0			4653.0	
151.0		77.0		83.0				644.0		604.0		562.0			
	110.0								827.0						
						136.0								2313.0	
			121.0								3109.0				
189.0		116.0				68.0		1706.0		899.0				1156.0	
							70.0								2622.0
					130.0								130104.0		
					86.0								21684.0		
			80.0								11548.0				
							70.0								23605.0
	73.0				130.0	170.0			12228.0				13010.0	18960.0	
					86.0								7228.0		
					130.0								8131.0		
				124.0								12489.0			
						68.0								9751.0	
		77.0								9742.0					
							106.0								6248.0
					1691.0								13213.0		
							70.0								14163.0
		77.0								311.0					
				83.0								375.0			
113.0				83.0	86.0	102.0		1249.0				1486.0	1172.0	1678.0	
							141.0								8852.0
	73.0								8152.0						
	73.0						106.0		7336.0						8852.0
			121.0		173.0	68.0	106.0				5511.0		3097.0	2844.0	2723.0
75.0								6888.0							
					130.0								14456.0		
							70.0								35408.0
	110.0						106.0		15721.0						17704.0
			121.0								1757.0				
		116.0								14613.0					
	73.0								917.0						
			242.0								2636.0				
						68.0								886.0	
				333.0								1081.0			
75.0								492.0							
		77.0								6494.0					
						273.0								6067.0	
75.0				374.0	216.0	170.0	283.0	2367.0				4930.0	4818.0	5688.0	5447.0
113.0								854.0							
				83.0								1513.0			
		77.0								820.0					
		116.0								3438.0					
	73.0								4315.0						
	146.0				86.0				2620.0				4818.0		
		116.0				102.0				3896.0				4451.0	
					86.0								628.0		
						68.0								3250.0	
		77.0					70.0			4102.0					4165.0
303.0	183.0	194.0	121.0			170.0		6735.0	3902.0	5730.0	4850.0			7419.0	
	73.0	77.0					106.0		2157.0	2783.0					3319.0
						136.0								2676.0	
	73.0								2717.0						
	146.0								5643.0						
		116.0				170.0				3542.0				6563.0	
		116.0								5082.0					
						102.0								5688.0	
							106.0								2082.0
				83.0								3965.0			
					86.0								5102.0		
				124.0								4460.0			
				83.0								3083.0			
75.0						102.0		3988.0						4451.0	
113.0		77.0					70.0	5982.0		4329.0					3540.0
75.0				124.0			106.0	3157.0				6938.0			6639.0
							70.0								2723.0
			121.0				70.0				1865.0				1913.0
							141.0								4568.0
					86.0								281.0		
		155.0				102.0				2514.0				4451.0	
							70.0								10116.0
						68.0								7584.0	
			80.0								7348.0				
113.0								5166.0							
	110.0				86.0				7336.0				4565.0		
113.0					303.0	170.0	283.0	8118.0					6899.0	8532.0	5780.0
						68.0								4875.0	
					86.0								1927.0		
113.0	73.0			124.0				6314.0	6669.0			5204.0			
						68.0								477.0	
			80.0								383.0				
189.0			121.0				70.0	1552.0			1809.0				687.0
	110.0								9171.0						
75.0	73.0	77.0				68.0		2914.0	2934.0	3247.0				8532.0	
378.0								6765.0							
75.0						136.0		797.0						1147.0	
			80.0								13472.0				
					86.0								17347.0		
							141.0								20233.0
75.0					346.0	307.0	283.0	8419.0					13877.0	12798.0	12315.0
							141.0								4291.0
	110.0					102.0			11005.0					25596.0	
	73.0					68.0	106.0		14673.0					17064.0	15174.0
				83.0								10408.0			
	73.0								24456.0						
113.0								2367.0							
							70.0								655.0
			121.0				106.0				11023.0				9656.0
			80.0								8981.0				
		77.0								779.0					
	73.0			83.0					8152.0			7569.0			
			80.0			102.0	106.0				784.0			119.0	247.0
						68.0								1218.0	
			80.0		130.0		141.0				709.0		844.0		1064.0
	293.0			249.0	216.0	341.0	354.0		1726.0			1710.0	2190.0	2528.0	2329.0
				83.0								1571.0			
						102.0								1896.0	
			121.0								2957.0				
						68.0								2730.0	
		77.0								214.0					
151.0		77.0	80.0		86.0			5225.0		5995.0	5389.0		6672.0		
						136.0								4403.0	
		116.0			130.0	136.0	106.0			5567.0			5421.0	5250.0	5311.0
189.0							106.0	3574.0							2167.0
	146.0								2010.0						
	73.0								1930.0						
					86.0								3942.0		
						68.0								9751.0	
			121.0								3789.0				
	146.0				260.0		106.0		3861.0				3664.0		5058.0
							212.0								2360.0
		740.0								2358.0					
					477.0								3586.0		
							70.0								4165.0
		77.0								15587.0					
					86.0								803.0		
						102.0								14626.0	
					86.0								606.0		
							106.0								742.0
				124.0								416.0			
						68.0								8532.0	
75.0						170.0	70.0	9471.0						7419.0	5901.0
			161.0								4899.0				
75.0								6888.0							
113.0				83.0				18943.0				11895.0			
							141.0								4426.0
		77.0								4102.0					
			80.0								3849.0				
	146.0								12228.0						
	110.0						141.0		15721.0						10116.0
	110.0								9171.0						
	73.0								4315.0						
	146.0				216.0				2529.0				4091.0		
				83.0								13877.0			
				124.0								6938.0			
				83.0								7569.0			
				83.0								1892.0			
						68.0								4550.0	
		77.0								4871.0					
			121.0		130.0						2425.0		3336.0		
			80.0								6736.0				
				83.0								2686.0			
		116.0	121.0		216.0					2657.0	3789.0		4091.0		
		155.0		208.0	346.0	102.0	212.0			428.0		457.0	759.0	392.0	406.0
			767.0								10816.0				
				83.0								inf			
						511.0								511937.0	
	73.0								3861.0						
						102.0								9307.0	
75.0					86.0		70.0	5828.0					7885.0		5901.0
					86.0								2344.0		
							106.0								6248.0
							70.0								2950.0
75.0				166.0	173.0		247.0	947.0				1810.0	2443.0		2316.0
			80.0								1684.0				
				83.0								3784.0			
				83.0								5204.0			
							212.0								6069.0
75.0		77.0	161.0		173.0			912.0		1180.0	1796.0		2843.0		
							70.0								3934.0
	73.0						70.0		2934.0						4426.0
						68.0								2437.0	
				124.0								2602.0			
	73.0			166.0	173.0		283.0		3057.0			4758.0	3690.0		4291.0
		77.0				68.0				331.0				375.0	
						102.0								562.0	
						68.0								4015.0	
		77.0								4584.0					
	73.0								5643.0						
		623.0								11990.0					
	73.0			83.0					6114.0			4625.0			
	73.0								3334.0						
			80.0				106.0				3514.0				3662.0
					346.0								3242.0		
							247.0								7289.0
							70.0								3727.0
	73.0			83.0	86.0				978.0			2379.0	2628.0		
					86.0								2990.0		
75.0								1612.0							
		77.0				68.0	177.0			2997.0				3102.0	3934.0
			161.0								1816.0				
113.0								2525.0							
			161.0		216.0	136.0					4899.0		5288.0	6825.0	
	73.0			166.0	346.0	170.0	106.0		2223.0			2562.0	3043.0	2797.0	3426.0
							106.0								15174.0
					216.0								24093.0		
113.0								14207.0							
						68.0								34129.0	
	73.0		121.0				106.0		1202.0		767.0				1634.0
				83.0								2449.0			
	110.0			83.0					2896.0			4898.0			
			80.0								546.0				
	110.0			83.0		102.0			4402.0			4898.0		3530.0	
113.0				124.0	173.0		106.0	5982.0				4625.0	2940.0		3934.0
							177.0								5058.0
							106.0								7587.0
		116.0		83.0	173.0		70.0			1408.0		1632.0	1734.0		1445.0
					130.0								2655.0		
						136.0								2786.0	
			121.0								2887.0				
113.0								2104.0							
	146.0		80.0			102.0			6379.0		4490.0			4653.0	
			80.0								2309.0				
	110.0								2076.0						
	73.0								3493.0						
	73.0					102.0			4585.0					3530.0	
						68.0								4266.0	
	73.0					68.0			6669.0					4550.0	
				83.0								3784.0			
						68.0								766.0	
							70.0								833.0
	73.0					136.0			421.0					409.0	
		77.0								1391.0					
151.0								2367.0							
151.0								891.0							
75.0					130.0		141.0	10824.0					13010.0		12875.0
						102.0								11376.0	
		77.0		83.0	130.0		141.0			5995.0		11895.0	10842.0		10894.0
				124.0								12489.0			
151.0				83.0		102.0		1471.0				2081.0		1678.0	
						68.0								1050.0	
					130.0								1782.0		
							106.0								1327.0
						170.0								8532.0	
151.0								435.0							
						68.0								7584.0	
				83.0								3469.0			
						136.0								9751.0	
							141.0								1556.0
			161.0								766.0				
						102.0								1365.0	
	73.0			124.0		68.0			1333.0			1125.0		1003.0	
			80.0								383.0				
							70.0								600.0
						68.0								910.0	
	220.0						70.0		14673.0						17704.0
	73.0			124.0	216.0				12228.0			20816.0	15488.0		
			80.0				106.0				2184.0				2042.0
		116.0		166.0						1601.0		1810.0			
							247.0								1220.0
189.0					130.0	238.0		1894.0					1275.0	1823.0	
							70.0								3934.0
							70.0								5447.0
151.0								6061.0							
							70.0								1388.0
75.0								1067.0							
						170.0								1672.0	
113.0					86.0	102.0		835.0					1172.0	1296.0	
						68.0								1516.0	
					86.0								3212.0		
							70.0								1913.0
189.0				208.0	173.0		177.0	4735.0				3927.0	4231.0		3218.0
							70.0								5447.0
				166.0								3965.0			
			80.0				70.0				1879.0				2145.0
			121.0								2526.0				
							70.0								3372.0
		77.0								2292.0					
	146.0					102.0			1078.0					1505.0	
75.0				83.0				132.0				166.0			
						68.0								273.0	
					86.0								303.0		
						136.0								9751.0	
				83.0								2775.0			
			80.0								3849.0				
							70.0								3934.0
	110.0					68.0			4585.0					6205.0	
113.0								1959.0							
		116.0					106.0			1623.0					1235.0
						102.0								2326.0	
		77.0				273.0				1277.0				1344.0	
	73.0			124.0			141.0		330.0			249.0			248.0
							70.0								1388.0
						170.0								238.0	
	146.0					102.0			863.0					221.0	
113.0								151.0							
	73.0			208.0					2157.0			3528.0			
						136.0								3792.0	
			80.0	124.0			70.0				3849.0	4460.0			5058.0
			80.0		260.0	68.0	283.0				4490.0		3135.0	3250.0	3540.0
						102.0								5688.0	
					86.0								3771.0		
					173.0								7885.0		
							70.0								5058.0
	73.0	155.0	282.0				141.0		1667.0	1543.0	2006.0				3293.0
				83.0								2686.0			
						68.0								1452.0	
				83.0								1734.0			
			121.0				106.0				1616.0				2213.0
						68.0								408.0	
75.0					130.0		70.0	10824.0					8131.0		6437.0
75.0	146.0	233.0	202.0			68.0		6314.0	6379.0	6153.0	7217.0			7584.0	
	146.0								7722.0						
		77.0								5567.0					
	110.0								11005.0						
		77.0								2886.0					
		77.0								8659.0					
			242.0								767.0				
	183.0	116.0				136.0			2583.0	3247.0				3500.0	
	183.0				130.0	307.0	177.0		2779.0				4065.0	4954.0	4023.0
		155.0			130.0	136.0	283.0			2398.0			3942.0	3500.0	3934.0
189.0				124.0				4620.0				3903.0			
			121.0								4330.0				
	73.0								1183.0						
75.0								682.0							
		77.0								3117.0					
	73.0								1881.0						
				124.0								3469.0			
							70.0								4426.0
	110.0					102.0			3668.0					5388.0	
						68.0								3102.0	
75.0							70.0	1994.0							833.0
			80.0								182.0				
	146.0			166.0			318.0		1321.0			2345.0			2124.0
			80.0		86.0	204.0					2184.0		2168.0	3199.0	
					86.0								932.0		
			121.0	83.0							1112.0	2081.0			
							70.0								795.0
			121.0	124.0	173.0						1237.0	4306.0	2141.0		
			161.0								2650.0				
			80.0								3109.0				
						102.0								1968.0	
							70.0								2023.0
	73.0		80.0				70.0		3493.0		3368.0				3540.0
189.0							70.0	3714.0							4165.0
			121.0								3674.0				
					173.0								5256.0		
					130.0								2502.0		
			121.0	208.0		68.0	70.0				4181.0	8006.0		6825.0	7868.0
							70.0								7868.0
						204.0								25596.0	
			80.0	124.0	86.0						13472.0	5947.0	4336.0		
			121.0		86.0	204.0	141.0				9327.0		14456.0	17064.0	17704.0
						68.0								68258.0	
113.0								56829.0							
						102.0								25596.0	
151.0		116.0					106.0	12628.0		12989.0					15174.0
113.0	146.0					102.0		28414.0	18342.0					25596.0	
151.0								37886.0							
		116.0								19484.0					
		77.0								11134.0					
	110.0								27513.0						
	146.0			208.0	260.0	136.0	70.0		13339.0			18924.0	14456.0	17064.0	23605.0
		116.0								19484.0					
							70.0								14163.0
							106.0								26556.0
		77.0								25979.0					
					130.0								3516.0		
					216.0								21684.0		
				83.0								16653.0			
					86.0								8673.0		
						68.0								4550.0	
		77.0								2997.0					
							70.0								3934.0
					130.0								5913.0		
		77.0		124.0	86.0	170.0				4871.0		6244.0	7885.0	6320.0	
							212.0								1931.0
227.0	220.0						70.0	832.0	788.0						1041.0
113.0					130.0		106.0	1103.0					2132.0		1967.0
						68.0								1796.0	
		77.0				68.0	177.0			2226.0				2353.0	2603.0
		155.0	121.0		173.0					1343.0	1177.0		1865.0		
				83.0								1892.0			
75.0							70.0	189.0							229.0
			80.0	124.0			70.0				202.0	270.0			212.0
	73.0								14673.0						
113.0				83.0	130.0	170.0	141.0	835.0				750.0	607.0	632.0	618.0
	183.0	194.0	121.0			68.0			1098.0	1381.0	625.0			341.0	
		77.0								2514.0					
		194.0		166.0						1891.0		2523.0			
			121.0								3464.0				
	366.0			83.0		68.0			4315.0			3330.0		3412.0	
				83.0								666.0			
			121.0								222.0				
						68.0								238.0	
			161.0								706.0				
			80.0								101.0				
		77.0								4329.0					
	440.0								15179.0						
		116.0		124.0		136.0				2292.0		2191.0		2007.0	
		77.0								3247.0					
	110.0					136.0			3057.0					3592.0	
				124.0								2838.0			
113.0				83.0	86.0	238.0		2991.0				6405.0	3942.0	5193.0	
						68.0								2844.0	
		116.0				204.0	354.0			1558.0				1211.0	1573.0
				499.0								22709.0			
				333.0								23790.0			
					86.0								2115.0		
	146.0				130.0				991.0				1445.0		
			121.0								2204.0				
	73.0								2157.0						
						68.0								17064.0	
				83.0								895.0			
		77.0								702.0					
		77.0								795.0					
113.0						68.0		12628.0						22752.0	
					173.0								5256.0		
						68.0								6205.0	
							141.0								4721.0
265.0			80.0			68.0		12054.0			13472.0			13651.0	
			161.0								8083.0				
			80.0				247.0				4254.0				11266.0
		77.0								4584.0					
75.0							70.0	626.0							708.0
			80.0			102.0	70.0				5052.0			3102.0	3218.0
						68.0								2437.0	
75.0				124.0		68.0	177.0	1804.0				2312.0		1516.0	2603.0
							70.0								2723.0
113.0				166.0	303.0	375.0	247.0	2319.0				3872.0	3195.0	4036.0	4273.0
						68.0								1750.0	
		77.0								116.0					
	73.0			124.0		102.0			1706.0			2497.0		2625.0	
		77.0								3896.0					
						68.0								3250.0	
			202.0	249.0	130.0		141.0				1742.0	2715.0	2602.0		2832.0
							70.0								1264.0
							70.0								2723.0
					130.0								1941.0		
	73.0	77.0					141.0		1789.0	2051.0					2178.0
	110.0								1965.0						
				83.0								4382.0			
	73.0			83.0	86.0	136.0			2292.0			4898.0	5102.0	5460.0	
			80.0	83.0							464.0	1224.0			
			80.0		86.0	102.0					951.0		1045.0	1204.0	
						68.0								975.0	
			80.0								2127.0				
						68.0								3592.0	
					86.0								2478.0		
	183.0					136.0			1798.0					2275.0	
75.0								75772.0							
						68.0								34129.0	
	73.0				86.0	68.0			36684.0				28912.0	34129.0	
						102.0								34129.0	
							106.0								53112.0
	220.0	77.0	242.0		173.0				73368.0	77939.0	60628.0		43368.0		
						409.0								58507.0	
							70.0								35408.0
75.0								984.0							
	73.0			166.0	216.0		389.0		403.0			562.0	695.0		708.0
					86.0								1275.0		
		77.0	121.0				106.0			644.0	404.0				849.0
